image_id,clip_vitb32,gemini,qwen_vl,num_models_correct,num_models_incorrect
5d4bde86cf0b3a0f3f33634d,0,1,0,1,2
5d4bde86cf0b3a0f3f336367,0,0,0,0,3
5d4bde87cf0b3a0f3f33636d,1,1,1,3,0
5d4bde8acf0b3a0f3f3363bd,1,1,1,3,0
5d4bde8acf0b3a0f3f3363c7,1,0,0,1,2
5d4bde8bcf0b3a0f3f3363e7,1,1,1,3,0
5d4bde8ccf0b3a0f3f3363f7,1,0,1,2,1
5d4bde8ccf0b3a0f3f3363ff,0,1,1,2,1
5d4bde8dcf0b3a0f3f33640b,1,1,1,3,0
5d4bde8dcf0b3a0f3f336415,0,1,1,2,1
5d4bde8dcf0b3a0f3f336419,1,1,1,3,0
5d4bde8ecf0b3a0f3f33642b,0,0,0,0,3
5d4bde8fcf0b3a0f3f33642d,1,0,1,2,1
5d4bde8fcf0b3a0f3f33642f,0,0,0,0,3
5d4bde90cf0b3a0f3f336445,0,0,1,1,2
5d4bde90cf0b3a0f3f33644d,1,1,1,3,0
5d4bde91cf0b3a0f3f336465,1,1,1,3,0
5d4bde91cf0b3a0f3f336475,0,0,1,1,2
5d4bde92cf0b3a0f3f33647f,1,1,1,3,0
5d4bde92cf0b3a0f3f336485,0,1,1,2,1
5d4bde92cf0b3a0f3f336487,0,0,0,0,3
5d4bde93cf0b3a0f3f336493,0,0,1,1,2
5d4bde93cf0b3a0f3f33649d,0,0,1,1,2
5d4bde94cf0b3a0f3f3364af,1,1,1,3,0
5d4bde96cf0b3a0f3f3364db,1,1,1,3,0
5d4bde9acf0b3a0f3f336547,1,1,1,3,0
5d4bde9ccf0b3a0f3f336555,1,0,1,2,1
5d4bde9ecf0b3a0f3f336597,1,1,1,3,0
5d4bdea0cf0b3a0f3f3365bd,1,1,1,3,0
5d4bdea0cf0b3a0f3f3365c5,1,1,1,3,0
5d4bdea1cf0b3a0f3f3365dd,1,1,1,3,0
5d4bdea2cf0b3a0f3f3365ef,1,0,1,2,1
5d4bdea5cf0b3a0f3f33663f,1,0,0,1,2
5d4bdea5cf0b3a0f3f336643,0,1,1,2,1
5d4bdea6cf0b3a0f3f336667,0,1,1,2,1
5d4bdea7cf0b3a0f3f336673,0,0,0,0,3
5d4bdea8cf0b3a0f3f336685,0,1,1,2,1
5d4bdeaccf0b3a0f3f3366ef,0,1,0,1,2
5d4bdeaccf0b3a0f3f3366f9,0,0,0,0,3
5d4bdeadcf0b3a0f3f336719,0,1,1,2,1
5d4bdeb9cf0b3a0f3f336795,1,1,1,3,0
5d4bdebecf0b3a0f3f336805,0,0,0,0,3
5d4bdec4cf0b3a0f3f3368a3,0,1,0,1,2
5d4bdec6cf0b3a0f3f3368df,1,1,0,2,1
5d4bdec9cf0b3a0f3f336939,1,1,1,3,0
5d4bdececf0b3a0f3f3369bf,1,1,1,3,0
5d4bdececf0b3a0f3f3369c7,1,0,0,1,2
5d4bded6cf0b3a0f3f336a8b,1,1,1,3,0
5d4bded6cf0b3a0f3f336a97,0,0,0,0,3
5d4bded7cf0b3a0f3f336aa3,0,0,0,0,3
5d4bded7cf0b3a0f3f336aab,1,1,1,3,0
5d4bded7cf0b3a0f3f336aad,0,1,0,1,2
5d4bded7cf0b3a0f3f336ab3,0,0,0,0,3
5d4bded8cf0b3a0f3f336ad5,1,1,1,3,0
5d4bded9cf0b3a0f3f336ae3,1,0,1,2,1
5d4bded9cf0b3a0f3f336aef,1,1,1,3,0
5d4bdedacf0b3a0f3f336b0d,0,0,0,0,3
5d4bdedccf0b3a0f3f336b3b,1,1,1,3,0
5d4bdedccf0b3a0f3f336b3d,0,0,1,1,2
5d4bdedccf0b3a0f3f336b4b,0,0,0,0,3
5d4bdeddcf0b3a0f3f336b51,0,0,0,0,3
5d4bdeddcf0b3a0f3f336b53,1,0,0,1,2
5d4bdeddcf0b3a0f3f336b57,0,1,1,2,1
5d4bdeddcf0b3a0f3f336b5b,0,1,1,2,1
5d4bdeddcf0b3a0f3f336b6b,1,1,1,3,0
5d4bdedecf0b3a0f3f336b6f,1,1,0,2,1
5d4bdedfcf0b3a0f3f336b8d,1,1,0,2,1
5d4bdedfcf0b3a0f3f336b93,1,1,1,3,0
5d4bdedfcf0b3a0f3f336b99,1,1,1,3,0
5d4bdee0cf0b3a0f3f336ba9,1,1,1,3,0
5d4bdee0cf0b3a0f3f336bb1,0,0,0,0,3
5d4bdee1cf0b3a0f3f336bcd,0,0,1,1,2
5d4bdee1cf0b3a0f3f336bd3,1,0,1,2,1
5d4bdee4cf0b3a0f3f336c23,0,0,0,0,3
5d4bdee4cf0b3a0f3f336c33,0,1,1,2,1
5d4bdee4cf0b3a0f3f336c37,1,0,1,2,1
5d4bdee5cf0b3a0f3f336c43,0,0,0,0,3
5d4bdee5cf0b3a0f3f336c5b,1,1,1,3,0
5d4bdee6cf0b3a0f3f336c77,0,0,0,0,3
5d4bdee7cf0b3a0f3f336c97,0,1,1,2,1
5d4bdee8cf0b3a0f3f336ca1,0,0,1,1,2
5d4bdee9cf0b3a0f3f336cc1,1,1,1,3,0
5d4bdee9cf0b3a0f3f336ccf,1,0,0,1,2
5d4bdeebcf0b3a0f3f336cf7,1,1,1,3,0
5d4bdeebcf0b3a0f3f336d0b,0,1,1,2,1
5d4bdeeecf0b3a0f3f336d53,1,1,1,3,0
5d4bdeefcf0b3a0f3f336d6f,1,1,1,3,0
5d4bdef1cf0b3a0f3f336dab,1,0,0,1,2
5d4bdef1cf0b3a0f3f336daf,0,1,1,2,1
5d4bdef1cf0b3a0f3f336dc1,1,1,1,3,0
5d4bdef2cf0b3a0f3f336dc3,0,0,1,1,2
5d4bdef2cf0b3a0f3f336dc9,1,1,1,3,0
5d4bdef2cf0b3a0f3f336dd5,0,0,0,0,3
5d4bdef3cf0b3a0f3f336ddb,0,0,0,0,3
5d4bdef3cf0b3a0f3f336de7,1,1,1,3,0
5d4bdef3cf0b3a0f3f336deb,1,1,0,2,1
5d4bdef3cf0b3a0f3f336df1,0,0,0,0,3
5d4bdef9cf0b3a0f3f336e89,0,0,0,0,3
5d4bdefbcf0b3a0f3f336eaf,1,0,1,2,1
5d4bdefbcf0b3a0f3f336eb3,0,0,0,0,3
5d4bdefbcf0b3a0f3f336eb5,0,1,1,2,1
5d4bdefccf0b3a0f3f336ecd,0,0,0,0,3
5d4bdefccf0b3a0f3f336ed1,0,0,0,0,3
5d4bdefccf0b3a0f3f336ed3,0,0,1,1,2
5d4bdefccf0b3a0f3f336ed5,1,1,1,3,0
5d4bdefdcf0b3a0f3f336ee9,1,1,1,3,0
5d4bdefecf0b3a0f3f336f01,1,0,1,2,1
5d4bdf02cf0b3a0f3f336f69,1,1,1,3,0
5d4bdf02cf0b3a0f3f336f77,1,0,0,1,2
5d4bdf03cf0b3a0f3f336f7f,1,1,1,3,0
5d4bdf03cf0b3a0f3f336f83,1,1,0,2,1
5d4bdf03cf0b3a0f3f336f95,0,0,0,0,3
5d4bdf05cf0b3a0f3f336faf,0,0,1,1,2
5d4bdf05cf0b3a0f3f336fc1,0,0,0,0,3
5d4bdf06cf0b3a0f3f336fcb,1,0,0,1,2
5d4bdf06cf0b3a0f3f336fd5,1,1,1,3,0
5d4bdf07cf0b3a0f3f336ffb,0,1,0,1,2
5d4bdf0bcf0b3a0f3f33705b,1,1,1,3,0
5d4bdf0ccf0b3a0f3f337077,0,1,1,2,1
5d4bdf0ccf0b3a0f3f33707b,1,1,1,3,0
5d4bdf13cf0b3a0f3f337113,0,1,1,2,1
5d4bdf14cf0b3a0f3f33713d,1,1,1,3,0
5d4bdf15cf0b3a0f3f337155,0,0,0,0,3
5d4bdf15cf0b3a0f3f337157,0,1,0,1,2
5d4bdf16cf0b3a0f3f337173,1,0,1,2,1
5d4bdf18cf0b3a0f3f3371bb,0,1,0,1,2
5d4bdf1bcf0b3a0f3f337213,1,1,1,3,0
5d4bdf1dcf0b3a0f3f33723b,0,0,0,0,3
5d4bdf21cf0b3a0f3f3372a7,1,1,0,2,1
5d4bdf21cf0b3a0f3f3372b1,0,0,0,0,3
5d4bdf22cf0b3a0f3f3372bd,0,0,1,1,2
5d4bdf22cf0b3a0f3f3372c5,0,0,0,0,3
5d4bdf24cf0b3a0f3f3372ef,1,1,1,3,0
5d4bdf24cf0b3a0f3f3372f1,1,1,0,2,1
5d4bdf25cf0b3a0f3f337313,0,0,0,0,3
5d4bdf25cf0b3a0f3f337317,0,0,0,0,3
5d4bdf25cf0b3a0f3f33731b,1,1,1,3,0
5d4bdf26cf0b3a0f3f337337,1,1,1,3,0
5d4bdf27cf0b3a0f3f337349,1,1,1,3,0
5d4bdf27cf0b3a0f3f33734b,0,0,0,0,3
5d4bdf28cf0b3a0f3f337371,1,1,1,3,0
5d4bdf29cf0b3a0f3f337383,0,1,0,1,2
5d4bdf29cf0b3a0f3f337387,0,1,0,1,2
5d4bdf2acf0b3a0f3f3373a5,1,1,1,3,0
5d4bdf2acf0b3a0f3f3373ad,0,1,1,2,1
5d4bdf2ccf0b3a0f3f3373db,0,0,1,1,2
5d4bdf2fcf0b3a0f3f33741f,1,0,0,1,2
5d4bdf2fcf0b3a0f3f33742d,1,1,1,3,0
5d4bdf31cf0b3a0f3f337443,1,1,0,2,1
5d4bdf32cf0b3a0f3f33745b,1,1,1,3,0
5d4bdf32cf0b3a0f3f33745d,0,0,1,1,2
5d4bdf32cf0b3a0f3f337467,0,0,0,0,3
5d4bdf35cf0b3a0f3f3374b1,1,1,1,3,0
5d4bdf37cf0b3a0f3f3374e5,1,1,1,3,0
5d4bdf39cf0b3a0f3f33751b,1,1,1,3,0
5d4bdf39cf0b3a0f3f337523,0,0,0,0,3
5d4bdf39cf0b3a0f3f337525,1,0,1,2,1
5d4bdf3acf0b3a0f3f337535,1,1,1,3,0
5d4bdf3acf0b3a0f3f33753b,1,1,0,2,1
5d4bdf3bcf0b3a0f3f337559,1,1,1,3,0
5d4bdf3bcf0b3a0f3f33755f,0,0,0,0,3
5d4bdf3ccf0b3a0f3f337569,1,1,1,3,0
5d4bdf3ccf0b3a0f3f337571,1,0,1,2,1
5d4bdf3dcf0b3a0f3f337583,1,1,1,3,0
5d4bdf40cf0b3a0f3f3375cd,1,1,1,3,0
5d4bdf40cf0b3a0f3f3375cf,1,1,1,3,0
5d4bdf40cf0b3a0f3f3375db,1,1,1,3,0
5d4bdf41cf0b3a0f3f3375e1,1,1,1,3,0
5d4bdf42cf0b3a0f3f3375fd,1,1,1,3,0
5d4bdf42cf0b3a0f3f3375ff,1,1,1,3,0
5d4bdf42cf0b3a0f3f337605,1,1,1,3,0
5d4bdf42cf0b3a0f3f337609,1,0,1,2,1
5d4bdf52cf0b3a0f3f33777f,1,1,1,3,0
5d4bdf53cf0b3a0f3f337781,1,1,1,3,0
5d4bdf53cf0b3a0f3f337783,0,0,0,0,3
5d4bdf53cf0b3a0f3f337791,0,0,0,0,3
5d4bdf5acf0b3a0f3f33782f,1,0,0,1,2
5d4bdf5fcf0b3a0f3f3378af,0,1,1,2,1
5d4bdf5fcf0b3a0f3f3378b3,0,1,1,2,1
5d4bdf60cf0b3a0f3f3378d1,1,1,1,3,0
5d4bdf61cf0b3a0f3f3378e5,0,0,1,1,2
5d4bdf64cf0b3a0f3f337921,0,0,0,0,3
5d4bdf64cf0b3a0f3f337927,1,0,0,1,2
5d4bdf64cf0b3a0f3f337929,0,1,0,1,2
5d4bdf66cf0b3a0f3f337951,1,1,0,2,1
5d4bdf67cf0b3a0f3f33796f,1,1,1,3,0
5d4bdf67cf0b3a0f3f337971,0,1,1,2,1
5d4bdf68cf0b3a0f3f337975,0,0,0,0,3
5d4bdf69cf0b3a0f3f337991,0,0,0,0,3
5d4bdf69cf0b3a0f3f33799d,1,0,1,2,1
5d4bdf69cf0b3a0f3f33799f,0,0,1,1,2
5d4bdf6bcf0b3a0f3f3379c7,1,1,1,3,0
5d4bdf6ccf0b3a0f3f3379d5,1,1,1,3,0
5d4bdf6dcf0b3a0f3f3379f3,0,1,0,1,2
5d4bdf6dcf0b3a0f3f3379fb,1,0,0,1,2
5d4bdf6fcf0b3a0f3f337a37,1,0,1,2,1
5d4bdf70cf0b3a0f3f337a41,0,0,0,0,3
5d4bdf70cf0b3a0f3f337a45,0,1,1,2,1
5d4bdf71cf0b3a0f3f337a5d,0,0,0,0,3
5d4bdf71cf0b3a0f3f337a63,0,1,0,1,2
5d4bdf72cf0b3a0f3f337a81,0,1,1,2,1
5d4bdf72cf0b3a0f3f337a85,1,0,0,1,2
5d4bdf73cf0b3a0f3f337aad,1,0,1,2,1
5d4bdf74cf0b3a0f3f337ab7,0,0,0,0,3
5d4bdf74cf0b3a0f3f337abb,0,0,0,0,3
5d4bdf74cf0b3a0f3f337ac3,0,0,0,0,3
5d4bdf74cf0b3a0f3f337ac7,1,1,1,3,0
5d4bdf75cf0b3a0f3f337ac9,0,0,0,0,3
5d4bdf75cf0b3a0f3f337ad9,1,1,1,3,0
5d4bdf76cf0b3a0f3f337afd,1,0,1,2,1
5d4bdf76cf0b3a0f3f337aff,0,0,0,0,3
5d4bdf77cf0b3a0f3f337b0b,0,0,1,1,2
5d4bdf77cf0b3a0f3f337b1b,0,0,0,0,3
5d4bdf77cf0b3a0f3f337b1f,1,0,0,1,2
5d4bdf78cf0b3a0f3f337b21,0,0,0,0,3
5d4bdf78cf0b3a0f3f337b33,0,1,1,2,1
5d4bdf78cf0b3a0f3f337b35,0,0,0,0,3
5d4bdf7bcf0b3a0f3f337b75,1,1,1,3,0
5d4bdf7bcf0b3a0f3f337b7d,1,0,0,1,2
5d4bdf7bcf0b3a0f3f337b87,1,1,1,3,0
5d4bdf7ccf0b3a0f3f337b95,1,1,1,3,0
5d4bdf7ccf0b3a0f3f337ba3,0,1,0,1,2
5d4bdf7fcf0b3a0f3f337be1,1,1,1,3,0
5d4bdf7fcf0b3a0f3f337be7,1,1,1,3,0
5d4bdf7fcf0b3a0f3f337bf3,1,0,0,1,2
5d4bdf80cf0b3a0f3f337c15,1,1,1,3,0
5d4bdf81cf0b3a0f3f337c25,0,1,1,2,1
5d4bdf81cf0b3a0f3f337c31,1,1,0,2,1
5d4bdf81cf0b3a0f3f337c37,1,1,1,3,0
5d4bdf82cf0b3a0f3f337c3f,1,1,1,3,0
5d4bdf82cf0b3a0f3f337c41,1,1,1,3,0
5d4bdf82cf0b3a0f3f337c43,1,1,0,2,1
5d4bdf83cf0b3a0f3f337c4f,0,1,1,2,1
5d4bdf83cf0b3a0f3f337c59,0,1,1,2,1
5d4bdf84cf0b3a0f3f337c71,1,0,1,2,1
5d4bdf84cf0b3a0f3f337c73,0,1,1,2,1
5d4bdf84cf0b3a0f3f337c7d,1,0,0,1,2
5d4bdf85cf0b3a0f3f337c83,0,0,0,0,3
5d4bdf85cf0b3a0f3f337c8d,1,1,1,3,0
5d4bdf85cf0b3a0f3f337c8f,0,1,1,2,1
5d4bdf85cf0b3a0f3f337c91,1,1,1,3,0
5d4bdf86cf0b3a0f3f337c99,1,0,1,2,1
5d4bdf86cf0b3a0f3f337ca9,1,1,1,3,0
5d4bdf86cf0b3a0f3f337cad,1,1,1,3,0
5d4bdf86cf0b3a0f3f337caf,1,1,1,3,0
5d4bdf87cf0b3a0f3f337cb5,0,0,0,0,3
5d4bdf87cf0b3a0f3f337cc9,1,1,1,3,0
5d4bdf87cf0b3a0f3f337ccf,1,1,1,3,0
5d4bdf88cf0b3a0f3f337cd9,1,1,1,3,0
5d4bdf88cf0b3a0f3f337cdb,1,1,1,3,0
5d4bdf88cf0b3a0f3f337ce3,1,1,1,3,0
5d4bdf88cf0b3a0f3f337ce7,1,0,1,2,1
5d4bdf8acf0b3a0f3f337d21,0,0,0,0,3
5d4bdf8bcf0b3a0f3f337d37,0,1,1,2,1
5d4bdf8ccf0b3a0f3f337d49,1,1,1,3,0
5d4bdf8dcf0b3a0f3f337d65,1,1,0,2,1
5d4bdf8dcf0b3a0f3f337d6b,1,1,1,3,0
5d4bdf8ecf0b3a0f3f337d77,0,0,0,0,3
5d4bdf8fcf0b3a0f3f337d85,1,1,1,3,0
5d4bdf8fcf0b3a0f3f337d89,0,1,1,2,1
5d4bdf93cf0b3a0f3f337de7,1,1,1,3,0
5d4bdf94cf0b3a0f3f337e07,0,0,1,1,2
5d4bdf95cf0b3a0f3f337e0d,0,1,1,2,1
5d4bdf95cf0b3a0f3f337e1f,0,0,0,0,3
5d4bdf95cf0b3a0f3f337e23,0,0,0,0,3
5d4bdf96cf0b3a0f3f337e39,1,1,1,3,0
5d4bdf96cf0b3a0f3f337e3b,1,1,1,3,0
5d4bdf96cf0b3a0f3f337e43,1,1,0,2,1
5d4bdf97cf0b3a0f3f337e49,0,0,0,0,3
5d4bdf99cf0b3a0f3f337e89,0,0,0,0,3
5d4bdf9bcf0b3a0f3f337eaf,0,1,0,1,2
5d4bdf9bcf0b3a0f3f337ebd,1,0,0,1,2
5d4bdf9bcf0b3a0f3f337ec3,0,0,0,0,3
5d4bdf9bcf0b3a0f3f337ec5,0,0,1,1,2
5d4bdf9ccf0b3a0f3f337ed3,1,0,0,1,2
5d4bdf9dcf0b3a0f3f337eef,1,1,1,3,0
5d4bdf9dcf0b3a0f3f337ef5,0,0,0,0,3
5d4bdf9ecf0b3a0f3f337f03,1,1,1,3,0
5d4bdf9ecf0b3a0f3f337f0b,1,1,1,3,0
5d4bdf9ecf0b3a0f3f337f0f,0,1,0,1,2
5d4bdf9ecf0b3a0f3f337f17,1,1,1,3,0
5d4bdf9fcf0b3a0f3f337f2f,1,0,0,1,2
5d4bdfa0cf0b3a0f3f337f47,0,0,1,1,2
5d4bdfa0cf0b3a0f3f337f53,1,0,0,1,2
5d4bdfa1cf0b3a0f3f337f5b,1,1,1,3,0
5d4bdfa4cf0b3a0f3f337f9b,0,0,0,0,3
5d4bdfa4cf0b3a0f3f337fa9,1,1,1,3,0
5d4bdfa6cf0b3a0f3f337fcd,0,1,1,2,1
5d4bdfa6cf0b3a0f3f337fcf,0,0,0,0,3
5d4bdfa6cf0b3a0f3f337fd1,0,1,1,2,1
5d4bdfa6cf0b3a0f3f337fd9,1,0,0,1,2
5d4bdfa6cf0b3a0f3f337fdb,0,0,0,0,3
5d4bdfa6cf0b3a0f3f337fdf,0,0,0,0,3
5d4bdfa7cf0b3a0f3f337fe1,0,1,1,2,1
5d4bdfa8cf0b3a0f3f337feb,1,1,1,3,0
5d4bdfa8cf0b3a0f3f337ff9,0,0,0,0,3
5d4bdfa9cf0b3a0f3f33800b,0,1,1,2,1
5d4bdfabcf0b3a0f3f338027,0,1,1,2,1
5d4bdfabcf0b3a0f3f33802f,0,0,0,0,3
5d4bdfaccf0b3a0f3f33803b,1,1,0,2,1
5d4bdfaecf0b3a0f3f33805b,1,0,0,1,2
5d4bdfaecf0b3a0f3f338065,0,0,0,0,3
5d4bdfafcf0b3a0f3f33807d,0,1,1,2,1
5d4bdfb0cf0b3a0f3f33808f,0,0,1,1,2
5d4bdfb0cf0b3a0f3f338093,1,1,1,3,0
5d4bdfb1cf0b3a0f3f338097,0,1,0,1,2
5d4bdfb1cf0b3a0f3f33809d,0,0,1,1,2
5d4bdfb2cf0b3a0f3f3380b3,1,1,1,3,0
5d4bdfb2cf0b3a0f3f3380b7,1,1,1,3,0
5d4bdfb2cf0b3a0f3f3380bd,1,1,1,3,0
5d4bdfb2cf0b3a0f3f3380bf,1,1,1,3,0
5d4bdfb3cf0b3a0f3f3380c5,0,0,0,0,3
5d4bdfb3cf0b3a0f3f3380cd,1,1,0,2,1
5d4bdfb4cf0b3a0f3f3380e3,1,1,1,3,0
5d4bdfb5cf0b3a0f3f3380f7,1,1,1,3,0
5d4bdfb5cf0b3a0f3f338101,1,1,1,3,0
5d4bdfb6cf0b3a0f3f338119,0,1,1,2,1
5d4bdfb6cf0b3a0f3f33811b,0,1,1,2,1
5d4bdfb6cf0b3a0f3f338123,1,1,1,3,0
5d4bdfb6cf0b3a0f3f338129,1,1,1,3,0
5d4bdfb7cf0b3a0f3f338137,0,0,0,0,3
5d4bdfb7cf0b3a0f3f33813b,1,1,1,3,0
5d4bdfb8cf0b3a0f3f338155,1,1,0,2,1
5d4bdfb9cf0b3a0f3f33815b,0,0,1,1,2
5d4bdfb9cf0b3a0f3f338169,0,1,0,1,2
5d4bdfb9cf0b3a0f3f33816b,1,1,1,3,0
5d4bdfbacf0b3a0f3f33816d,1,1,1,3,0
5d4bdfbacf0b3a0f3f338183,1,1,1,3,0
5d4bdfbbcf0b3a0f3f33819b,1,1,1,3,0
5d4bdfbccf0b3a0f3f3381a7,0,0,0,0,3
5d4bdfbccf0b3a0f3f3381b3,1,1,1,3,0
5d4bdfbdcf0b3a0f3f3381b7,1,1,1,3,0
5d4bdfbdcf0b3a0f3f3381bd,1,1,1,3,0
5d4bdfbecf0b3a0f3f3381d1,0,0,1,1,2
5d4bdfbecf0b3a0f3f3381d7,0,1,1,2,1
5d4bdfbfcf0b3a0f3f3381eb,0,0,0,0,3
5d4bdfc0cf0b3a0f3f33820b,1,1,1,3,0
5d4bdfc1cf0b3a0f3f338219,0,1,1,2,1
5d4bdfc1cf0b3a0f3f33821b,1,1,1,3,0
5d4bdfc1cf0b3a0f3f338221,0,0,0,0,3
5d4bdfc1cf0b3a0f3f338227,1,0,1,2,1
5d4bdfc4cf0b3a0f3f33825d,0,1,1,2,1
5d4bdfc4cf0b3a0f3f338261,1,0,1,2,1
5d4bdfc8cf0b3a0f3f3382ca,1,1,1,3,0
5d4bdfcbcf0b3a0f3f338316,0,1,0,1,2
5d4bdfcbcf0b3a0f3f33832a,0,0,0,0,3
5d4bdfcdcf0b3a0f3f33834c,1,1,1,3,0
